RegionType,RegionName,StateName,MSAName,AllHomes_Tier1,AllHomes_Tier2,AllHomes_Tier3,AllHomes_AllTiers,UWHomes_Tier1,UWHomes_Tier2,UWHomes_Tier3,UWHomes_AllTiers,UWHomes_TotalValue_Tier1,UWHomes_TotalValue_Tier2,UWHomes_TotalValue_Tier3,UWHomes_TotalValue_AllTiers,UWHomes_MedianValue_AllTiers,AllHomes_Tier1_ShareUW,AllHomes_Tier2_ShareUW,AllHomes_Tier3_ShareUW,AllHomes_AllTiers_ShareUW,UWHomes_ShareInTier1,UWHomes_ShareInTier2,UWHomes_ShareInTier3
Zip,34209,Florida,NA,2904,7614,4506,15024,12,251,668,931,2125217,58058538,462744191,522927946,465694,0.004132231,0.03296559,0.148246782,0.061967519,0.012889366,0.269602578,0.717508056
Zip,34210,Florida,NA,3450,3293,1979,8722,807,731,689,2227,90217376,147105086,376113751,613436213,192028,0.233913043,0.221986031,0.348155634,0.255331346,0.362370903,0.328244275,0.309384823
Zip,34212,Florida,NA,376,1895,5288,7559,1,69,121,191,140857,14656575,70644226,85441658,377127,0.002659574,0.036411609,0.022881997,0.025267893,0.005235602,0.361256545,0.633507853
Zip,34215,Florida,NA,44,165,207,416,44,165,175,384,9964750,68235334,148353513,226553597,513693,1,1,0.845410628,0.923076923,0.114583333,0.4296875,0.455729167
Zip,34216,Florida,NA,457,457,459,1373,457,457,453,1367,326430187,421099715,697105485,1444635387,923294,1,1,0.986928105,0.995630007,0.334308705,0.334308705,0.33138259
Zip,34217,Florida,NA,1800,1773,1779,5352,1571,1720,1676,4967,532910578,952787240,1705105236,3190803054,560673,0.872777778,0.970107163,0.942102305,0.928064275,0.316287497,0.346285484,0.337427018
Zip,34221,Florida,NA,5115,5067,4944,15126,1165,822,1177,3164,92903891,143633511,566838191,803375593,171953.5,0.227761486,0.162226169,0.238066343,0.209176253,0.368204804,0.259797724,0.371997472
Zip,34222,Florida,NA,1317,1273,1312,3902,14,201,291,506,1266844,36691784,123330825,161289453,265152,0.01063022,0.157894737,0.22179878,0.129677089,0.027667984,0.397233202,0.575098814
Zip,34223,Florida,NA,3096,3937,4901,11934,141,509,1483,2133,18198175,115363611,926564772,1060126558,342432,0.045542636,0.129286259,0.302591308,0.178733032,0.066104079,0.238631036,0.695264885
Zip,34224,Florida,NA,4510,3388,1922,9820,438,72,502,1012,51918190,16345436,258194890,326458516,269851,0.097117517,0.021251476,0.261186264,0.10305499,0.432806324,0.071146245,0.496047431
Zip,34228,Florida,NA,2857,2852,2861,8570,1841,1693,1384,4918,651447622,1137474461,2337813794,4126735877,614570,0.644382219,0.593618513,0.483746942,0.57386231,0.374339162,0.344245628,0.281415209
Zip,34229,Florida,NA,1284,1295,1288,3867,103,37,113,253,25139447,17946595,277380651,320466693,500514,0.080218069,0.028571429,0.087732919,0.065425394,0.407114625,0.146245059,0.446640316
Zip,34231,Florida,NA,5402,5786,3788,14976,78,358,644,1080,14632704,95398408,697454474,807485586,369481,0.014439097,0.061873488,0.17001056,0.072115385,0.072222222,0.331481481,0.596296296
Zip,34236,Florida,NA,200,1165,6061,7426,2,434,2431,2867,267063,125799800,2846530112,2972596975,637562,0.01,0.372532189,0.401088929,0.386075949,6.98E-04,0.151377747,0.84792466
Zip,34239,Florida,NA,1390,3415,1884,6689,45,5,176,226,6661668,1100563,514246909,522009140,1975005,0.032374101,0.001464129,0.093418259,0.033786814,0.199115044,0.022123894,0.778761062
Zip,34242,Florida,NA,2531,2578,4793,9902,2051,1856,4154,8061,760649324,1103582030,4649930643,6514161997,570266,0.81035164,0.719937936,0.866680576,0.814077964,0.254434934,0.230244387,0.51532068
Zip,34243,Florida,NA,2709,5913,3779,12401,186,24,53,263,17570515,6409701,49354360,73334576,94113,0.068660022,0.004058853,0.014024874,0.021207967,0.707224335,0.091254753,0.201520913
Zip,34250,Florida,NA,81,78,93,252,75,62,71,208,16714479,26841155,59092934,102648568,428530.5,0.925925926,0.794871795,0.76344086,0.825396825,0.360576923,0.298076923,0.341346154
Zip,34275,Florida,NA,3040,3022,3037,9099,536,314,580,1430,74504261,93812048,630840669,799156978,305956.5,0.176315789,0.103904699,0.190977939,0.157160127,0.374825175,0.21958042,0.405594406
Zip,34285,Florida,NA,5035,2385,4526,11946,259,183,532,974,30054339,48053741,346774039,424882119,329810,0.051439921,0.07672956,0.117543084,0.081533568,0.265913758,0.18788501,0.546201232
Zip,34287,Florida,NA,8460,2131,2896,13487,1769,172,48,1989,207733346,30343675,13259431,251336452,126555,0.209101655,0.08071328,0.016574586,0.147475347,0.889391654,0.086475616,0.02413273
Zip,34293,Florida,NA,7173,8245,4829,20247,72,81,148,301,11137735,20229982,109211003,140578720,312921,0.010037641,0.009824136,0.030648167,0.0148664,0.239202658,0.26910299,0.491694352
Zip,34428,Florida,NA,1763,1049,1374,4186,368,256,575,1199,26652892,33816829,197341966,257811687,166094,0.208735111,0.244041945,0.418486172,0.28643096,0.306922435,0.213511259,0.479566305
Zip,34429,Florida,NA,1253,1961,1483,4697,477,682,1097,2256,35548679,95426938,393314597,524290214,172563,0.380686353,0.347781744,0.73971679,0.480306579,0.21143617,0.302304965,0.486258865
Zip,34448,Florida,NA,2383,1613,1511,5507,599,544,1266,2409,34684764,68850488,427701355,531236607,178914,0.251363827,0.337259764,0.837855725,0.437443254,0.248650892,0.225819842,0.525529265
Zip,34449,Florida,NA,588,568,551,1707,51,53,85,189,3527712,4620906,21048417,29197035,96126,0.086734694,0.093309859,0.154264973,0.110720562,0.26984127,0.28042328,0.44973545
Zip,34498,Florida,NA,144,144,151,439,106,97,94,297,8967001,13663826,26173738,48804565,137614,0.736111111,0.673611111,0.622516556,0.676537585,0.356902357,0.326599327,0.316498316
Zip,34607,Florida,NA,1009,1175,1849,4033,703,748,737,2188,111657288,170874507,273116325,555648120,235471,0.696729435,0.636595745,0.398593835,0.542524176,0.321297989,0.341864717,0.336837294
Zip,34652,Florida,NA,6644,2855,2698,12197,1552,1040,1755,4347,81297484,159999234,615206113,856502831,168298,0.23359422,0.364273205,0.650481838,0.356399115,0.357027835,0.239245457,0.403726708
Zip,34653,Florida,NA,4777,5638,929,11344,128,71,40,239,7342713,10936777,14205572,32485062,91058,0.02679506,0.012593118,0.043057051,0.021068406,0.535564854,0.29707113,0.167364017
Zip,34667,Florida,NA,5277,5328,5208,15813,768,1166,1664,3598,52680459,155610790,411609345,619900594,159700.5,0.145537237,0.218843844,0.319508449,0.227534307,0.213451918,0.324068927,0.462479155
Zip,34668,Florida,NA,6322,6346,6236,18904,676,127,944,1747,28667549,11743462,248652851,289063862,122056,0.106928187,0.020012606,0.151379089,0.092414304,0.386949056,0.07269605,0.540354894
Zip,34677,Florida,NA,3036,2989,3110,9135,64,350,391,805,9820921,77717085,192720203,280258209,286047,0.021080369,0.117096019,0.125723473,0.088122605,0.079503106,0.434782609,0.485714286
Zip,34681,Florida,NA,68,199,345,612,42,101,228,371,7233134,23790452,170185389,201208975,359810,0.617647059,0.507537688,0.660869565,0.60620915,0.113207547,0.272237197,0.614555256
Zip,34683,Florida,NA,3648,4788,5238,13674,321,325,728,1374,38223069,78669831,466615155,583508055,309369.5,0.087993421,0.067878028,0.138984345,0.100482668,0.233624454,0.236535662,0.529839884
Zip,34684,Florida,NA,5733,4777,1839,12349,149,268,203,620,20609824,60491584,93098244,174199652,239798,0.025989883,0.056102156,0.110386079,0.050206494,0.240322581,0.432258065,0.327419355
Zip,34685,Florida,NA,1763,1638,3765,7166,43,80,97,220,4289703,18111120,70398757,92799580,265059,0.024390244,0.048840049,0.025763612,0.03070053,0.195454545,0.363636364,0.440909091
Zip,34688,Florida,NA,913,329,2409,3651,3,40,90,133,489540,8008012,72083101,80580653,492710,0.003285871,0.121580547,0.0373599,0.036428376,0.022556391,0.30075188,0.676691729
Zip,34689,Florida,NA,3906,4590,2726,11222,517,878,999,2394,68189139,199205691,529666873,797061703,254044,0.132360471,0.191285403,0.36647102,0.213330957,0.215956558,0.366750209,0.417293233
Zip,34690,Florida,NA,2226,2247,1844,6317,4,31,196,231,219588,2786283,43974639,46980510,199039,0.001796945,0.013796173,0.106290672,0.036567991,0.017316017,0.134199134,0.848484848
Zip,34691,Florida,NA,3559,3550,3838,10947,69,102,237,408,4635184,10371929,79925244,94932357,128575,0.019387468,0.028732394,0.061750912,0.037270485,0.169117647,0.25,0.580882353
Zip,34695,Florida,NA,2413,2424,2438,7275,22,15,78,115,3003072,3822738,61580288,68406098,385713,0.009117281,0.006188119,0.031993437,0.01580756,0.191304348,0.130434783,0.67826087
Zip,34698,Florida,NA,5773,5673,5646,17092,623,912,993,2528,69158931,180735334,5.16E+08,765743265,211726.5,0.107916161,0.160761502,0.175876727,0.147905453,0.246439873,0.360759494,0.392800633
Zip,34946,Florida,NA,978,601,303,1882,22,65,85,172,3436823,19193052,56524748,79154623,387599,0.022494888,0.108153078,0.280528053,0.091392136,0.127906977,0.377906977,0.494186047
Zip,34949,Florida,NA,86,1893,4945,6924,67,1354,2603,4024,7459627,223956039,977062421,1208478087,236598,0.779069767,0.715266772,0.526390293,0.581166956,0.016650099,0.336481113,0.646868787
Zip,34952,Florida,NA,9467,3232,3349,16048,165,41,32,238,23558449,8114361,13545600,45218410,154739.5,0.017428964,0.012685644,0.009555091,0.014830508,0.693277311,0.172268908,0.134453782
Zip,34957,Florida,NA,5075,4274,4462,13811,2682,1145,664,4491,418977163,321695846,377708913,1118381922,213171,0.528472906,0.267898924,0.148812192,0.325175585,0.597194389,0.254954353,0.147851258
Zip,34990,Florida,NA,4130,4131,4140,12401,221,151,459,831,45525406,54998563,316921915,417445884,500884,0.053510896,0.036552893,0.110869565,0.067010725,0.265944645,0.181708785,0.55234657
Zip,34994,Florida,NA,3956,2234,1298,7488,408,426,276,1110,40438706,84948192,193508462,318895360,170607,0.103134479,0.190689346,0.212634823,0.148237179,0.367567568,0.383783784,0.248648649
Zip,34996,Florida,NA,2756,2219,2408,7383,170,879,538,1587,51961983,291230584,507993683,851186250,326066,0.061683599,0.39612438,0.223421927,0.214953271,0.107120353,0.553875236,0.339004411
Zip,34997,Florida,NA,4579,6267,7417,18263,379,352,494,1225,47161607,77779241,248837152,3.74E+08,240477,0.082769164,0.056167225,0.066603748,0.067075508,0.309387755,0.287346939,0.403265306
Zip,36509,Alabama,NA,298,274,290,862,110,104,106,320,4408640,5689511,12022043,22120194,53905.5,0.369127517,0.379562044,0.365517241,0.371229698,0.34375,0.325,0.33125
Zip,36523,Alabama,NA,530,535,535,1600,265,287,167,719,13045326,20361548,37837107,71243981,64151,0.5,0.536448598,0.312149533,0.449375,0.368567455,0.399165508,0.232267038
Zip,36528,Alabama,NA,588,591,609,1788,474,492,538,1504,78953605,130991001,221207221,431151827,269757.5,0.806122449,0.83248731,0.883415435,0.841163311,0.315159574,0.32712766,0.357712766
Zip,36530,Alabama,NA,927,921,1108,2956,43,45,393,481,3961568,9839012,224891496,238692076,452292,0.046386192,0.048859935,0.354693141,0.162719892,0.089397089,0.093555094,0.817047817
Zip,36532,Alabama,NA,3892,3741,3514,11147,48,99,255,402,7969835,29350862,148130798,185451495,388576.5,0.012332991,0.026463512,0.072566875,0.036063515,0.119402985,0.246268657,0.634328358
Zip,36535,Alabama,NA,2832,2896,2572,8300,20,22,97,139,2272747,3458251,39585625,45316623,287245,0.007062147,0.007596685,0.037713841,0.016746988,0.143884892,0.158273381,0.697841727
Zip,36542,Alabama,NA,3163,3252,3342,9757,604,899,1402,2905,89910732,226495473,806463713,1122869918,312015,0.190957951,0.276445264,0.419509276,0.29773496,0.207917384,0.309466437,0.482616179
Zip,36555,Alabama,NA,169,139,332,640,8,15,113,136,1120114,2359235,46013783,49493132,371739,0.047337278,0.107913669,0.340361446,0.2125,0.058823529,0.110294118,0.830882353
Zip,36561,Alabama,NA,2820,2831,2717,8368,545,426,769,1740,119015503,153973225,613836481,886825209,396001.5,0.193262411,0.150476863,0.283032757,0.20793499,0.313218391,0.244827586,0.441954023
Zip,36571,Alabama,NA,1953,1957,1952,5862,82,21,19,122,5220471,2649357,4321635,12191463,72982.5,0.041986687,0.01073071,0.009733607,0.02081201,0.672131148,0.172131148,0.155737705
Zip,36582,Alabama,NA,2861,2935,3075,8871,84,46,258,388,5550103,4908656,106828445,117287204,195002,0.029360364,0.015672913,0.083902439,0.043738023,0.216494845,0.118556701,0.664948454
Zip,36603,Alabama,NA,2680,484,186,3350,139,0,0,139,5810849,0,0,5810849,41756,0.051865672,0,0,0.041492537,1,0,0
Zip,36605,Alabama,NA,7922,1915,903,10740,324,168,223,715,16978861,18961440,67040388,102980689,84572,0.040898763,0.08772846,0.246954596,0.066573557,0.453146853,0.234965035,0.311888112
Zip,36611,Alabama,NA,904,875,885,2664,12,3,103,118,1017160,195730,14124101,15336991,124457,0.013274336,0.003428571,0.116384181,0.044294294,0.101694915,0.025423729,0.872881356
Zip,36619,Alabama,NA,778,2651,2038,5467,3,34,177,214,218745,4053417,52080747,56352909,193483.5,0.003856041,0.012825349,0.086849853,0.039143955,0.014018692,0.158878505,0.827102804
Zip,39507,Mississippi,NA,1237,2011,2290,5538,1,10,122,133,69634,998805,33906235,34974674,250467,8.08E-04,0.00497265,0.053275109,0.02401589,0.007518797,0.07518797,0.917293233
Zip,39520,Mississippi,NA,1669,1670,1681,5020,515,563,360,1438,38572246,69040022,86840178,194452446,109336,0.308568005,0.337125749,0.214158239,0.286454183,0.3581363,0.391515994,0.250347705
Zip,39530,Mississippi,NA,2869,1162,394,4425,94,18,23,135,6876962,1858214,5608079,14343255,74314,0.032764029,0.015490534,0.058375635,0.030508475,0.696296296,0.133333333,0.17037037
Zip,39532,Mississippi,NA,1543,3299,3642,8484,18,89,131,238,1387116,10249047,34078283,45714446,159729,0.011665587,0.026977872,0.035969248,0.028052805,0.075630252,0.37394958,0.550420168
Zip,39553,Mississippi,NA,2231,2198,2027,6456,22,86,313,421,1383441,8806834,62949660,73139935,154042,0.009861049,0.039126479,0.154415392,0.065210657,0.052256532,0.204275534,0.743467933
Zip,39556,Mississippi,NA,650,644,654,1948,6,53,104,163,502943,6678273,25439599,32620815,177128,0.009230769,0.082298137,0.159021407,0.083675565,0.036809816,0.325153374,0.63803681
Zip,39562,Mississippi,NA,598,1776,2885,5259,86,130,68,284,4402714,10404139,10144950,24951803,74806,0.143812709,0.073198198,0.023570191,0.054002662,0.302816901,0.457746479,0.23943662
Zip,39563,Mississippi,NA,3082,1918,792,5792,270,146,118,534,12432026,11727435,22630140,46789601,64171,0.087605451,0.076120959,0.148989899,0.092196133,0.505617978,0.27340824,0.220973783
Zip,39564,Mississippi,NA,4668,4415,4215,13298,110,117,317,544,10143162,18574803,124684229,153402194,210072.5,0.023564696,0.026500566,0.075207592,0.040908407,0.202205882,0.215073529,0.582720588
Zip,39567,Mississippi,NA,1340,1184,1586,4110,41,61,205,307,2332820,4882871,42742722,49958413,117110,0.030597015,0.05152027,0.12925599,0.074695864,0.133550489,0.198697068,0.667752443
Zip,39571,Mississippi,NA,1524,1517,1527,4568,118,182,241,541,12182132,26332752,69577238,108092122,162649,0.077427822,0.119973632,0.157825802,0.118432574,0.218114603,0.336414048,0.445471349
Zip,39572,Mississippi,NA,161,159,161,481,26,52,77,155,1358321,4256867,14038733,19653921,111421,0.161490683,0.327044025,0.47826087,0.322245322,0.167741935,0.335483871,0.496774194
Zip,39581,Mississippi,NA,1161,1313,910,3384,11,25,80,116,623323,1999911,15383368,18006602,127973.5,0.009474591,0.019040366,0.087912088,0.03427896,0.094827586,0.215517241,0.689655172
Zip,70030,Louisiana,NA,395,402,400,1197,381,388,394,1163,49640652,71316317,106835894,227792863,184450,0.964556962,0.965174129,0.985,0.971595656,0.327601032,0.333619948,0.33877902
Zip,70036,Louisiana,NA,127,118,119,364,126,114,115,355,13117342,16754359,25599913,55471614,144927,0.992125984,0.966101695,0.966386555,0.975274725,0.354929577,0.321126761,0.323943662
Zip,70039,Louisiana,NA,118,116,112,346,107,111,109,327,15910367,22007171,32658752,70576290,193771,0.906779661,0.956896552,0.973214286,0.945086705,0.327217125,0.339449541,0.333333333
Zip,70051,Louisiana,NA,82,122,104,308,36,5,71,112,3775068,578445,13529248,17882761,142193,0.43902439,0.040983607,0.682692308,0.363636364,0.321428571,0.044642857,0.633928571
Zip,70057,Louisiana,NA,240,268,238,746,23,15,91,129,3483333,3546976,29007804,36038113,285854,0.095833333,0.055970149,0.382352941,0.172922252,0.178294574,0.11627907,0.705426357
Zip,70067,Louisiana,NA,293,304,272,869,290,300,262,852,28775452,40343126,57972429,127091007,131869.5,0.989761092,0.986842105,0.963235294,0.980437284,0.340375587,0.352112676,0.307511737
Zip,70068,Louisiana,NA,3299,3304,3334,9937,1110,1174,1836,4120,101522974,158038546,360743002,620304522,152413.5,0.336465596,0.355326877,0.550689862,0.414612056,0.269417476,0.284951456,0.445631068
Zip,70070,Louisiana,NA,1143,1209,1228,3580,854,1152,1183,3189,141879632,257502842,385058552,784441026,234764,0.747156605,0.952853598,0.963355049,0.890782123,0.267795547,0.361241769,0.370962684
Zip,70071,Louisiana,NA,316,314,310,940,36,17,58,111,4712677,2845360,15646425,23204462,180122,0.113924051,0.054140127,0.187096774,0.118085106,0.324324324,0.153153153,0.522522523
Zip,70072,Louisiana,NA,5552,5515,5551,16618,27,51,157,235,2785669,6787419,34267250,43840338,165271,0.004863112,0.009247507,0.028283192,0.014141293,0.114893617,0.217021277,0.668085106
Zip,70080,Louisiana,NA,75,75,77,227,74,74,72,220,10672846,12337029,17200075,40209950,166625.5,0.986666667,0.986666667,0.935064935,0.969162996,0.336363636,0.336363636,0.327272727
Zip,70084,Louisiana,NA,559,493,525,1577,44,43,107,194,3074346,4109474,18051905,25235725,124658,0.078711986,0.087221095,0.203809524,0.123018389,0.226804124,0.221649485,0.551546392
Zip,70090,Louisiana,NA,727,693,772,2192,286,296,315,897,35695350,44377713,61359087,141432150,149470,0.393397524,0.427128427,0.408031088,0.409215328,0.31884058,0.329988852,0.351170569
Zip,70124,Louisiana,NA,25,919,6910,7854,0,3,100,103,0,708973,43083553,43792526,422486,0,0.003264418,0.01447178,0.013114337,0,0.029126214,0.970873786
Zip,70129,Louisiana,NA,1979,391,61,2431,46,314,60,420,5278392,69980159,21856357,97114908,233318,0.023244063,0.803069054,0.983606557,0.172768408,0.10952381,0.747619048,0.142857143
Zip,70301,Louisiana,NA,4490,4448,4542,13480,1975,1434,1683,5092,197144940,218438985,465394980,880978905,147496,0.43986637,0.322392086,0.370541612,0.377744807,0.387863315,0.281618225,0.33051846
Zip,70339,Louisiana,NA,490,476,487,1453,474,453,472,1399,51068903,59814895,106664526,217548324,130332,0.967346939,0.951680672,0.969199179,0.962835513,0.338813438,0.323802716,0.337383846
Zip,70341,Louisiana,NA,205,192,187,584,20,54,60,134,2548834,8175182,12624026,23348042,162187.5,0.097560976,0.28125,0.320855615,0.229452055,0.149253731,0.402985075,0.447761194
Zip,70343,Louisiana,NA,524,553,589,1666,468,421,201,1090,57402443,66888813,45574024,169865280,146538,0.893129771,0.761301989,0.341256367,0.654261705,0.429357798,0.386238532,0.18440367
Zip,70344,Louisiana,NA,621,648,625,1894,592,601,598,1791,57028669,70238459,87977667,215244795,116697,0.953301127,0.927469136,0.9568,0.94561774,0.330541597,0.335566723,0.333891681
Zip,70353,Louisiana,NA,126,138,135,399,122,127,131,380,11724687,14413893,17526905,43665485,113533.5,0.968253968,0.920289855,0.97037037,0.952380952,0.321052632,0.334210526,0.344736842
Zip,70355,Louisiana,NA,102,113,108,323,102,113,108,323,7995050,12495969,23868431,44359450,113516,1,1,1,1,0.315789474,0.349845201,0.334365325
Zip,70356,Louisiana,NA,229,234,226,689,212,214,222,648,19487175,26373275,58816058,104676508,122695.5,0.925764192,0.914529915,0.982300885,0.940493469,0.327160494,0.330246914,0.342592593
Zip,70357,Louisiana,NA,353,356,355,1064,13,4,131,148,1026699,407912,54975046,56409657,411592,0.036827195,0.011235955,0.369014085,0.139097744,0.087837838,0.027027027,0.885135135
Zip,70359,Louisiana,NA,860,1024,650,2534,350,483,344,1177,34466311,72588671,77605808,184660790,153230,0.406976744,0.471679688,0.529230769,0.464483031,0.297366185,0.410365336,0.292268479
Zip,70360,Louisiana,NA,886,1706,5121,7713,566,834,3659,5059,61874202,120858282,1121942791,1304675275,234559,0.638826185,0.488862837,0.714508885,0.655905614,0.111879818,0.164854714,0.723265467
Zip,70363,Louisiana,NA,4226,2230,542,6998,2645,1234,214,4093,246470512,175615887,46530068,468616467,110942,0.625887364,0.553363229,0.394833948,0.584881395,0.646225263,0.301490349,0.052284388
Zip,70364,Louisiana,NA,2638,3617,2233,8488,1678,2694,1734,6106,160772609,409749188,367149669,937671466,155590.5,0.636087945,0.744816146,0.776533811,0.71936852,0.274811661,0.441205372,0.283982968
Zip,70373,Louisiana,NA,802,760,681,2243,240,307,358,905,19843247,38640825,73514220,131998292,133329,0.29925187,0.403947368,0.525697504,0.403477486,0.26519337,0.339226519,0.39558011
Zip,70374,Louisiana,NA,708,745,754,2207,537,556,556,1649,47670177,74804423,127948652,250423252,134290,0.758474576,0.746308725,0.737400531,0.747168101,0.32565191,0.337174045,0.337174045
Zip,70377,Louisiana,NA,441,416,412,1269,420,378,397,1195,35633066,42432580,59574007,137639653,111095,0.952380952,0.908653846,0.963592233,0.941686367,0.351464435,0.316317992,0.332217573
Zip,70380,Louisiana,NA,1661,1564,1558,4783,294,366,396,1056,22004423,37515964,81927916,141448303,108575,0.177001806,0.234015345,0.254172015,0.220781936,0.278409091,0.346590909,0.375
Zip,70390,Louisiana,NA,360,377,377,1114,50,54,6,110,4558878,6342212,1268773,12169863,106550.5,0.138888889,0.143236074,0.015915119,0.098743268,0.454545455,0.490909091,0.054545455
Zip,70394,Louisiana,NA,1625,1629,1594,4848,924,748,894,2566,81835109,101203427,194135520,377174056,134483.5,0.568615385,0.459177409,0.560853199,0.529290429,0.360093531,0.291504287,0.348402182
Zip,70395,Louisiana,NA,476,506,507,1489,290,131,116,537,31292467,18526059,28740614,78559140,122570,0.609243697,0.258893281,0.228796844,0.360644728,0.540037244,0.243947858,0.216014898
Zip,70397,Louisiana,NA,146,147,146,439,143,141,135,419,16749297,20942934,26632588,64324819,149065,0.979452055,0.959183673,0.924657534,0.954441913,0.341288783,0.336515513,0.322195704
Zip,70433,Louisiana,NA,4775,4138,4960,13873,49,102,195,346,7515361,22537849,97841941,127895151,287273.5,0.01026178,0.024649589,0.039314516,0.024940532,0.141618497,0.294797688,0.563583815
Zip,70445,Louisiana,NA,1712,1448,1402,4562,164,156,233,553,17382914,23325671,70513324,111221909,158485,0.095794393,0.107734807,0.166191155,0.121218764,0.296564195,0.282097649,0.421338156
Zip,70447,Louisiana,NA,1515,1513,1517,4545,329,173,147,649,63146895,44514920,89016777,196678592,232425,0.217161716,0.114342366,0.09690178,0.142794279,0.506933744,0.266563945,0.226502311
Zip,70448,Louisiana,NA,3804,3668,2296,9768,163,173,265,601,27442930,43433437,154655040,225531407,281551,0.042849632,0.047164667,0.115418118,0.061527437,0.271214642,0.287853577,0.44093178
Zip,70449,Louisiana,NA,309,324,323,956,221,176,134,531,33608652,31909883,44675879,110194414,175768,0.715210356,0.543209877,0.414860681,0.555439331,0.416195857,0.331450094,0.252354049
Zip,70454,Louisiana,NA,2712,2686,2534,7932,60,45,47,152,7604599,7268082,11271378,26144059,156281.5,0.022123894,0.016753537,0.018547751,0.019162885,0.394736842,0.296052632,0.309210526
Zip,70458,Louisiana,NA,5477,6075,3667,15219,3032,1286,1090,5408,355547237,264816411,414067838,1034431486,136847.5,0.553587731,0.211687243,0.297245705,0.355345292,0.560650888,0.237795858,0.201553254
Zip,70460,Louisiana,NA,4398,2337,1951,8686,702,370,375,1447,78243570,56741549,107011726,241996845,134706,0.159618008,0.158322636,0.192209124,0.166589915,0.485141672,0.255701451,0.259156876
Zip,70461,Louisiana,NA,2113,2464,5183,9760,313,211,624,1148,33359522,33002423,222098828,288460773,201680,0.14813062,0.085633117,0.120393594,0.117622951,0.272648084,0.183797909,0.543554007
Zip,70462,Louisiana,NA,207,667,340,1214,71,163,95,329,11154513,33047144,25884387,70086044,207615,0.342995169,0.244377811,0.279411765,0.271004942,0.215805471,0.495440729,0.288753799
Zip,70471,Louisiana,NA,2333,2179,3536,8048,27,94,121,242,4981187,23459458,95371308,123811953,305520.5,0.011573082,0.043139055,0.034219457,0.030069583,0.111570248,0.388429752,0.5
Zip,70510,Louisiana,NA,2.00E+03,1944,1898,5842,202,512,198,912,15665609,54152883,32161545,101980037,104265,0.101,0.263374486,0.104320337,0.156110921,0.221491228,0.561403509,0.217105263
Zip,70528,Louisiana,NA,212,232,160,604,94,126,94,314,6353416,9971011,12978385,29302812,74759,0.443396226,0.543103448,0.5875,0.51986755,0.299363057,0.401273885,0.299363057
Zip,70533,Louisiana,NA,563,600,645,1808,457,373,264,1094,35450956,47442692,42936269,125829917,119033,0.811722913,0.621666667,0.409302326,0.605088496,0.41773309,0.34095064,0.241316271
Zip,70538,Louisiana,NA,1104,1121,1073,3298,385,492,332,1209,23950519,43109748,59100924,126161191,80540,0.348731884,0.438893845,0.309412861,0.36658581,0.318444996,0.406947891,0.274607113
Zip,70542,Louisiana,NA,321,315,314,950,190,194,221,605,14872925,17345820,29659959,61878704,89829,0.591900312,0.615873016,0.703821656,0.636842105,0.314049587,0.320661157,0.365289256
Zip,70544,Louisiana,NA,1001,960,1039,3.00E+03,14,55,42,111,909962,4361734,5554991,10826687,82575,0.013986014,0.057291667,0.040423484,0.037,0.126126126,0.495495495,0.378378378
Zip,70548,Louisiana,NA,972,933,867,2772,63,111,104,278,4784511,11290667,13767590,29842768,110131.5,0.064814815,0.118971061,0.119953864,0.1002886,0.226618705,0.399280576,0.374100719
Zip,70549,Louisiana,NA,366,332,307,1005,50,47,91,188,2609041,4695940,20911004,28215985,120271.5,0.136612022,0.141566265,0.296416938,0.187064677,0.265957447,0.25,0.484042553
Zip,70560,Louisiana,NA,5068,3035,2146,10249,473,319,146,938,33405953,32235711,24438332,90079996,77034.5,0.093330702,0.105107084,0.068033551,0.091521124,0.504264392,0.340085288,0.15565032
Zip,70582,Louisiana,NA,2390,2363,654,5407,70,76,9,155,8193972,10920329,1450355,20564656,137765,0.029288703,0.032162505,0.013761468,0.028666543,0.451612903,0.490322581,0.058064516
Zip,70601,Louisiana,NA,4296,1981,790,7067,21,47,62,130,1776340,7944703,21790593,31511636,199893.5,0.004888268,0.023725391,0.078481013,0.018395359,0.161538462,0.361538462,0.476923077
Zip,70605,Louisiana,NA,490,3144,5255,8889,33,56,132,221,2912041,9259561,54614092,66785694,245126,0.067346939,0.017811705,0.025118934,0.024862189,0.149321267,0.253393665,0.597285068
Zip,70607,Louisiana,NA,2496,1862,714,5072,210,226,115,551,20935690,36041140,35094803,92071633,143047,0.084134615,0.121374866,0.161064426,0.108635647,0.381125227,0.410163339,0.208711434
